Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
EN2	ENST00000297375.4	engrailed homeobox 2 	86	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0104	0.0735	0.4129	-0.13	-0.18	0.77	2007, 2009, 2011
NPTX2	ENST00000265634.3	neuronal pentraxin II 	56	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0202	0.1292	0.5035	-0.13	-0.19	0.19	2005, 2007, 2009, 2011
ZCCHC24	ENST00000372336.3	zinc finger, CCHC domain containing 24 	359	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0081	0.0572	0.3263	-0.13	-0.13	0.77	2007, 2009, 2011
BICC1	ENST00000373886.3	bicaudal C homolog 1 (Drosophila) 	165	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0144	0.0995	0.5120	-0.13	-0.13	0.64	NULL
ABCA12	ENST00000272895.7	ATP-binding cassette, sub-family A (ABC1), member 12 	5	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0189	0.1334	0.7560	-0.13	-0.13	0.13	2009, 2011
SOX11	ENST00000322002.3	SRY (sex determining region Y)-box 11 	1100	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0106	0.0762	0.4714	-0.13	-0.14	0.54	2007, 2009, 2011
SEMA6A	ENST00000343348.6	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	106	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0116	0.0820	0.4648	-0.13	-0.15	0.68	2007, 2009, 2011
ZZZ3	ENST00000370801.3	zinc finger, ZZ-type containing 3 	338	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0110	0.0796	0.5091	-0.13	-0.15	0.79	2005, 2007, 2009, 2011
PPIG	ENST00000260970.3	peptidylprolyl isomerase G (cyclophilin G) 	470	1	1	0	0	0	0	0	0	3	hsa-miR-128-3p	0.0254	0.1445	0.4432	-0.13	-0.30	0.88	NULL
TOX4	ENST00000405508.1	TOX high mobility group box family member 4 	309	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0118	0.0846	0.5274	-0.13	-0.15	0.13	NULL
GORASP1	ENST00000319283.3	golgi reassembly stacking protein 1, 65kDa 	102	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0144	0.0941	0.3797	-0.13	-0.18	0.78	2009, 2011
ARID3A	ENST00000263620.3	AT rich interactive domain 3A (BRIGHT-like) 	320	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0083	0.0596	0.3640	-0.13	-0.15	0.27	NULL
FRYL	ENST00000503238.1	FRY-like 	276	2	1	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0420	0.2302	0.7188	-0.13	-0.23	0.85	2007, 2009, 2011
PLEKHH1	ENST00000329153.5	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 	125	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0211	0.1488	0.8652	-0.13	-0.14	0.69	2005, 2007, 2009, 2011
NKX3-2	ENST00000382438.5	NK3 homeobox 2 	36	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0019	0.0135	0.0893	-0.13	-0.18	0.54	2009, 2011
CLCN5	ENST00000376088.3	chloride channel, voltage-sensitive 5 	154	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	0.0130	0.0935	0.5785	-0.13	-0.27	0.83	2007, 2009, 2011
C6orf223	ENST00000439969.2	chromosome 6 open reading frame 223 	17	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0188	0.1241	0.5396	-0.12	-0.18	0.37	2011
MEPCE	ENST00000310512.2	methylphosphate capping enzyme 	1024	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0059	0.0419	0.2508	-0.12	-0.13	0.60	2007, 2009
DNAJC13	ENST00000260818.6	DnaJ (Hsp40) homolog, subfamily C, member 13 	256	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0090	0.0637	0.3655	-0.12	-0.12	0.67	2007, 2009, 2011
GPR133	ENST00000376682.4	G protein-coupled receptor 133 	57	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0139	0.1010	0.6797	-0.12	-0.12	0.67	2011
TFDP2	ENST00000499676.2	transcription factor Dp-2 (E2F dimerization partner 2) 	128	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0057	0.0405	0.2257	-0.12	-0.26	0.87	2011
FIGN	ENST00000333129.3	fidgetin 	10	2	0	1	1	2	0	1	1	0	hsa-miR-128-3p	0.0184	0.1302	0.7468	-0.12	-0.25	0.76	NULL
PELI2	ENST00000267460.4	pellino E3 ubiquitin protein ligase family member 2 	229	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0109	0.0770	0.4320	-0.12	-0.12	0.77	2009, 2011
E2F3	ENST00000346618.3	E2F transcription factor 3 	91	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0078	0.0568	0.3703	-0.12	-0.12	0.76	2007, 2009, 2011
OAF	ENST00000328965.4	OAF homolog (Drosophila) 	1447	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0058	0.0414	0.2423	-0.12	-0.12	0.75	2011
SGPP1	ENST00000247225.6	sphingosine-1-phosphate phosphatase 1 	1340	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0094	0.0668	0.3775	-0.12	-0.12	0.55	2005, 2007
CREB1	ENST00000432329.2	cAMP responsive element binding protein 1 	295	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0078	0.0556	0.3275	-0.12	-0.27	0.76	2007, 2011
RAD54L2	ENST00000409535.2	RAD54-like 2 (S. cerevisiae) 	215	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0271	0.1851	0.9318	-0.12	-0.12	0.71	NULL
EPB41	ENST00000373798.1	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) 	53	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0169	0.1131	0.5039	-0.12	-0.12	0.71	2005, 2007, 2009, 2011
SNAI1	ENST00000244050.2	snail family zinc finger 1 	486	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0017	0.0127	0.0870	-0.12	-0.12	0.70	2009, 2011
DTNA	ENST00000283365.9	dystrobrevin, alpha 	144	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0103	0.0739	0.4676	-0.12	-0.12	0.68	2007, 2011
PEG10	ENST00000482108.1	paternally expressed 10 	8778	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0159	0.1130	0.6587	-0.12	-0.12	0.58	2009, 2011
C7orf60	ENST00000297145.4	chromosome 7 open reading frame 60 	39	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0101	0.0723	0.4257	-0.12	-0.12	0.25	2005, 2007, 2009, 2011
MAPK1	ENST00000215832.6	mitogen-activated protein kinase 1 	630	1	0	1	0	4	0	1	3	4	hsa-miR-128-3p	0.0106	0.0752	0.4443	-0.12	-0.20	0.13	NULL
GNA13	ENST00000439174.2	guanine nucleotide binding protein (G protein), alpha 13 	190	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0114	0.0818	0.5087	-0.12	-0.14	0.64	2009, 2011
STK32B	ENST00000282908.5	serine/threonine kinase 32B 	196	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0117	0.0823	0.4566	-0.12	-0.12	0.54	NULL
FOXP4	ENST00000373063.3	forkhead box P4 	228	1	0	0	1	2	0	2	0	1	hsa-miR-128-3p	0.0163	0.1114	0.5396	-0.12	-0.15	0.75	2005, 2007, 2009, 2011
CPEB4	ENST00000265085.5	cytoplasmic polyadenylation element binding protein 4 	472	1	0	0	1	1	0	0	1	3	hsa-miR-128-3p	0.0174	0.1248	0.7660	-0.12	-0.18	0.68	2005, 2007, 2009, 2011
HNRNPF	ENST00000357065.4	heterogeneous nuclear ribonucleoprotein F 	240	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0074	0.0517	0.2716	-0.12	-0.18	0.54	2005, 2007, 2009, 2011
IKZF2	ENST00000457361.1	IKAROS family zinc finger 2 (Helios) 	32	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0189	0.1371	0.9030	-0.12	-0.13	0.52	2007, 2009, 2011
MAN2A2	ENST00000360468.3	mannosidase, alpha, class 2A, member 2 	340	1	0	0	1	2	0	2	0	0	hsa-miR-128-3p	0.0108	0.0779	0.4955	-0.12	-0.14	0.52	2009, 2011
RAB39B	ENST00000369454.3	RAB39B, member RAS oncogene family 	10	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0054	0.0397	0.2685	-0.12	-0.28	0.60	NULL
BHLHE41	ENST00000242728.4	basic helix-loop-helix family, member e41 	50	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0116	0.0810	0.4379	-0.12	-0.13	0.89	2009, 2011
LMTK2	ENST00000297293.5	lemur tyrosine kinase 2 	51	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0126	0.0907	0.5675	-0.12	-0.12	0.67	2005, 2007, 2009, 2011
CCDC120	ENST00000376396.3	coiled-coil domain containing 120 	170	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0129	0.0929	0.5904	-0.12	-0.12	0.59	2011
NPAS3	ENST00000346562.2	neuronal PAS domain protein 3 	9	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0151	0.1055	0.5748	-0.12	-0.12	0.24	2011
RASD2	ENST00000216127.4	RASD family, member 2 	10	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0093	0.0676	0.4346	-0.12	-0.12	0.16	NULL
FXR2	ENST00000250113.7	fragile X mental retardation, autosomal homolog 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0083	0.0590	0.3548	-0.12	-0.12	0.13	2011
IKZF5	ENST00000368886.5	IKAROS family zinc finger 5 (Pegasus) 	83	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0101	0.0719	0.4383	-0.12	-0.25	0.72	NULL
TRAF3	ENST00000560371.1	TNF receptor-associated factor 3 	833	1	0	0	1	3	0	2	1	0	hsa-miR-128-3p	0.0193	0.1361	0.7870	-0.12	-0.16	0.76	2011
PGM2L1	ENST00000298198.4	phosphoglucomutase 2-like 1 	183	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0159	0.1139	0.6870	-0.12	-0.17	0.75	2007, 2009, 2011
GRM5	ENST00000418177.2	glutamate receptor, metabotropic 5 	5	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0157	0.1109	0.6298	-0.12	-0.12	0.76	2011
MYT1	ENST00000328439.1	myelin transcription factor 1 	12	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0130	0.0924	0.5404	-0.12	-0.16	0.72	2005, 2007, 2009, 2011
LZTS3	ENST00000329152.3	Homo sapiens leucine zipper, putative tumor suppressor family member 3 (LZTS3), transcript variant 2, mRNA. 	78	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0127	0.0904	0.5348	-0.12	-0.12	0.55	2005, 2007, 2009, 2011
ANK2	ENST00000357077.4	ankyrin 2, neuronal 	133	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0162	0.1148	0.6791	-0.11	-0.12	0.64	NULL
RAB11FIP1	ENST00000287263.4	RAB11 family interacting protein 1 (class I) 	106	2	0	1	1	0	0	0	0	2	hsa-miR-128-3p	0.0130	0.0929	0.5631	-0.11	-0.20	0.87	2005, 2007, 2009, 2011
FEM1B	ENST00000306917.4	fem-1 homolog b (C. elegans) 	656	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0149	0.0962	0.4084	-0.11	-0.28	0.48	NULL
INSR	ENST00000341500.5	insulin receptor 	577	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0111	0.0781	0.4369	-0.11	-0.11	0.67	2005, 2007, 2009, 2011
DTX1	ENST00000257600.3	deltex homolog 1 (Drosophila) 	10	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0071	0.0506	0.2860	-0.11	-0.11	0.55	2005, 2007, 2009, 2011
ADD2	ENST00000264436.4	adducin 2 (beta) 	59	1	0	1	0	3	0	3	0	4	hsa-miR-128-3p	0.0247	0.1767	1.0747	-0.11	-0.14	0.11	NULL
MAPK10	ENST00000395169.3	mitogen-activated protein kinase 10 	5	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0128	0.0882	0.4352	-0.11	-0.11	< 0.1	2011
MTMR4	ENST00000579925.1	myotubularin related protein 4 	150	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0202	0.1396	0.7373	-0.11	-0.11	< 0.1	2005, 2007, 2011
FUT9	ENST00000302103.5	fucosyltransferase 9 (alpha (1,3) fucosyltransferase) 	5	1	1	0	0	2	0	2	0	1	hsa-miR-128-3p	0.0326	0.2291	1.2742	-0.11	-0.11	< 0.1	2009, 2011
BAK1	ENST00000442998.2	BCL2-antagonist/killer 1 	15	1	0	0	1	0	0	0	0	4	hsa-miR-128-3p	0.0081	0.0585	0.3835	-0.11	-0.11	0.56	NULL
CD2AP	ENST00000359314.5	CD2-associated protein 	145	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0099	0.0700	0.4044	-0.11	-0.12	0.64	2005, 2007, 2009, 2011
PLA2G15	ENST00000566188.1	phospholipase A2, group XV 	2670	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0074	0.0535	0.3495	-0.11	-0.11	< 0.1	NULL
LSAMP	ENST00000490035.2	limbic system-associated membrane protein 	19	1	0	1	0	1	1	0	0	1	hsa-miR-128-3p	0.0181	0.1283	0.7513	-0.11	-0.47	0.22	2011
FAM65B	ENST00000259698.4	family with sequence similarity 65, member B 	7	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0163	0.1137	0.6109	-0.11	-0.11	0.76	2009, 2011
SOWAHA	ENST00000378693.2	sosondowah ankyrin repeat domain family member A 	138	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0085	0.0595	0.3187	-0.11	-0.11	0.66	2007, 2009, 2011
TBC1D4	ENST00000377636.3	TBC1 domain family, member 4 	96	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0115	0.0819	0.4791	-0.11	-0.11	0.55	NULL
MYBL1	ENST00000522677.3	v-myb avian myeloblastosis viral oncogene homolog-like 1 	53	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0082	0.0587	0.3555	-0.11	-0.11	0.21	2007
CEP135	ENST00000257287.4	centrosomal protein 135kDa 	19	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0099	0.0690	0.3634	-0.11	-0.16	0.71	2009, 2011
PAPPA	ENST00000328252.3	pregnancy-associated plasma protein A, pappalysin 1 	350	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0162	0.1163	0.7336	-0.11	-0.12	0.77	2005, 2007, 2009, 2011
TIAL1	ENST00000369093.2	TIA1 cytotoxic granule-associated RNA binding protein-like 1 	1342	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0095	0.0642	0.3078	-0.11	-0.28	0.51	NULL
DAB2IP	ENST00000408936.3	DAB2 interacting protein 	1787	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0113	0.0802	0.4569	-0.11	-0.11	0.59	NULL
KIAA1551	ENST00000312561.4	KIAA1551 	15	1	1	0	0	2	0	1	1	1	hsa-miR-128-3p	0.0250	0.1454	0.4483	-0.11	-0.25	0.76	2009, 2011
ATL3	ENST00000398868.3	atlastin GTPase 3 	734	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0140	0.0977	0.5479	-0.11	-0.40	0.25	NULL
DCP2	ENST00000389063.2	decapping mRNA 2 	155	2	1	1	0	2	0	1	1	2	hsa-miR-128-3p	0.0362	0.2486	1.2925	-0.11	-0.20	0.92	2005, 2007, 2009, 2011
HCN4	ENST00000261917.3	hyperpolarization activated cyclic nucleotide-gated potassium channel 4 	19	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0093	0.0667	0.4028	-0.11	-0.11	0.78	2005, 2007, 2009, 2011
RAB15	ENST00000436278.2	RAB15, member RAS oncogene family 	23	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0086	0.0628	0.4244	-0.11	-0.14	0.17	2011
BMPR2	ENST00000374574.2	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	287	1	0	0	1	2	1	0	1	1	hsa-miR-128-3p	0.0141	0.0982	0.5411	-0.11	-0.19	< 0.1	2009, 2011
CLSTN2	ENST00000458420.3	calsyntenin 2 	119	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	0.0261	0.1846	1.0842	-0.11	-0.12	0.83	2005, 2007, 2009, 2011
PPP4R1L	ENST00000334187.8	protein phosphatase 4, regulatory subunit 1-like 	27	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0095	0.0691	0.4511	-0.11	-0.11	< 0.1	NULL
ZBTB42	ENST00000342537.7	zinc finger and BTB domain containing 42 	182	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0120	0.0855	0.5075	-0.11	-0.12	0.75	2011
DGKE	ENST00000284061.3	diacylglycerol kinase, epsilon 64kDa 	470	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0125	0.0902	0.5796	-0.11	-0.13	0.51	NULL
SYNRG	ENST00000339208.6	synergin, gamma 	106	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0142	0.1020	0.6352	-0.11	-0.11	0.71	2011
CBFA2T3	ENST00000327483.5	core-binding factor, runt domain, alpha subunit 2; translocated to, 3 	7	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0083	0.0589	0.3384	-0.11	-0.16	0.72	2005, 2007, 2009, 2011
MKNK2	ENST00000591601.1	MAP kinase interacting serine/threonine kinase 2 	215	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0093	0.0655	0.3572	-0.11	-0.11	< 0.1	2007
WIPF2	ENST00000323571.4	WAS/WASL interacting protein family, member 2 	214	1	0	0	1	1	0	1	0	2	hsa-miR-128-3p	0.0111	0.0802	0.5255	-0.11	-0.13	0.72	2007, 2009, 2011
LSM12	ENST00000585388.1	LSM12 homolog (S. cerevisiae) 	20	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0052	0.0372	0.2238	-0.11	-0.14	0.53	2007, 2009, 2011
GJA3	ENST00000241125.3	gap junction protein, alpha 3, 46kDa 	244	1	1	0	0	1	0	0	1	0	hsa-miR-128-3p	0.0088	0.0627	0.3768	-0.11	-0.11	< 0.1	NULL
CTDSPL	ENST00000443503.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like 	372	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0085	0.0609	0.3818	-0.11	-0.12	0.64	2005, 2007, 2009, 2011
TBC1D25	ENST00000376771.4	TBC1 domain family, member 25 	24	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0097	0.0673	0.3546	-0.11	-0.21	0.21	NULL
CDR2L	ENST00000337231.5	cerebellar degeneration-related protein 2-like 	28	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0143	0.0968	0.4420	-0.11	-0.11	0.73	2009, 2011
AGRN	ENST00000379370.2	agrin 	11	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0265	0.1879	1.1139	-0.11	-0.11	0.67	2011
RNF146	ENST00000356799.2	ring finger protein 146 	1504	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0037	0.0269	0.1824	-0.11	-0.11	< 0.1	NULL
SLC29A4	ENST00000396872.3	solute carrier family 29 (equilibrative nucleoside transporter), member 4 	61	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0077	0.0553	0.3318	-0.11	-0.12	0.31	NULL
DPY19L3	ENST00000586987.1	dpy-19-like 3 (C. elegans) 	146	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0241	0.1588	0.7048	-0.11	-0.14	0.84	2007, 2009, 2011
EBF3	ENST00000368648.3	early B-cell factor 3 	101	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0084	0.0606	0.3948	-0.10	-0.10	0.62	2007, 2011
ERG	ENST00000398905.1	v-ets avian erythroblastosis virus E26 oncogene homolog 	184	1	0	0	1	1	0	1	0	4	hsa-miR-128-3p	0.0069	0.0493	0.3018	-0.10	-0.12	0.77	2009, 2011
ABHD5	ENST00000458276.2	abhydrolase domain containing 5 	884	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0098	0.0709	0.4454	-0.10	-0.18	0.54	2011
WDTC1	ENST00000319394.3	WD and tetratricopeptide repeats 1 	137	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0266	0.1697	0.6373	-0.10	-0.10	0.82	2005, 2007, 2009, 2011
TAL1	ENST00000371884.2	T-cell acute lymphocytic leukemia 1 	5	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0143	0.1028	0.6407	-0.10	-0.10	0.69	2009, 2011
NR5A2	ENST00000367362.3	nuclear receptor subfamily 5, group A, member 2 	121	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0077	0.0550	0.3180	-0.10	-0.10	0.68	2007, 2009, 2011
MUC19	ENST00000454784.4	mucin 19, oligomeric 	5	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0368	0.2605	1.5034	-0.10	-0.10	0.67	NULL
BRPF3	ENST00000534400.1	bromodomain and PHD finger containing, 3 	7032	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0142	0.0993	0.5443	-0.10	-0.10	0.53	2007, 2011
KIAA1147	ENST00000536163.1	KIAA1147 	73	1	0	0	1	1	1	0	0	1	hsa-miR-128-3p	0.0232	0.1606	0.8356	-0.10	-0.15	0.61	2011
GPR126	ENST00000230173.6	G protein-coupled receptor 126 	604	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0077	0.0559	0.3546	-0.10	-0.10	0.67	2007, 2009, 2011
RFX3	ENST00000382004.3	regulatory factor X, 3 (influences HLA class II expression) 	37	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0201	0.1361	0.6759	-0.10	-0.16	0.20	NULL
RORB	ENST00000376896.3	RAR-related orphan receptor B 	5	1	0	1	0	2	0	1	1	2	hsa-miR-128-3p	0.0206	0.1485	0.9490	-0.10	-0.10	0.14	2005, 2007
AFF3	ENST00000409236.2	AF4/FMR2 family, member 3 	296	2	1	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0383	0.2570	1.2107	-0.10	-0.10	0.96	2009, 2011
SLC7A11	ENST00000280612.5	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 	61	1	0	0	1	2	1	0	1	1	hsa-miR-128-3p	0.0114	0.0792	0.4204	-0.10	-0.18	0.76	2007, 2009, 2011
GSK3B	ENST00000264235.8	glycogen synthase kinase 3 beta 	498	1	1	0	0	1	0	0	1	4	hsa-miR-128-3p	0.0420	0.2551	0.9692	-0.10	-0.15	0.57	2011
CCDC85C	ENST00000380243.4	coiled-coil domain containing 85C 	86	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0352	0.2172	0.8098	-0.10	-0.12	0.83	2011
PTPRT	ENST00000373187.1	protein tyrosine phosphatase, receptor type, T 	5	2	1	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0726	0.4400	1.6739	-0.10	-0.10	0.97	2005, 2007, 2009, 2011
LMX1B	ENST00000355497.5	LIM homeobox transcription factor 1, beta 	8	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0130	0.0930	0.5625	-0.10	-0.10	0.24	2009, 2011
OTUD7A	ENST00000307050.4	OTU domain containing 7A 	35	1	0	1	0	3	1	2	0	2	hsa-miR-128-3p	0.0182	0.1275	0.7064	-0.10	-0.18	0.13	NULL
FAM129A	ENST00000367511.3	family with sequence similarity 129, member A 	213	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0170	0.1198	0.6830	-0.10	-0.10	0.23	2011
KLHL31	ENST00000370905.3	kelch-like family member 31 	16	1	0	0	1	2	0	2	0	0	hsa-miR-128-3p	0.0090	0.0644	0.3785	-0.10	-0.14	0.75	2009, 2011
PIK3C2A	ENST00000265970.7	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha 	280	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0170	0.1186	0.6299	-0.10	-0.10	0.11	NULL
HNF4G	ENST00000396423.2	hepatocyte nuclear factor 4, gamma 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0047	0.0338	0.2232	-0.10	-0.10	0.55	2009, 2011
FAM13A	ENST00000395002.2	family with sequence similarity 13, member A 	441	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0060	0.0431	0.2688	-0.10	-0.10	0.49	2005, 2007
CRTC1	ENST00000338797.6	CREB regulated transcription coactivator 1 	322	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0189	0.1296	0.6525	-0.10	-0.10	0.55	2011
TTC9	ENST00000256367.2	tetratricopeptide repeat domain 9 	39	1	1	0	0	1	0	0	1	2	hsa-miR-128-3p	0.0109	0.0762	0.4248	-0.10	-0.27	0.37	2009, 2011
NXF1	ENST00000531709.2	nuclear RNA export factor 1 	1017	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0084	0.0603	0.3740	-0.10	-0.10	0.53	2005, 2007, 2009, 2011
LEP	ENST00000308868.4	leptin 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0085	0.0595	0.3184	-0.10	-0.10	0.50	2009, 2011
TAOK1	ENST00000261716.3	TAO kinase 1 	164	1	0	0	1	1	1	0	0	0	hsa-miR-128-3p	0.0212	0.1518	0.9339	-0.10	-0.15	0.67	2009, 2011
HIP1	ENST00000336926.6	huntingtin interacting protein 1 	37	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0600	0.3254	0.9537	-0.10	-0.12	0.89	2005, 2007, 2009, 2011
NOL4	ENST00000261592.5	nucleolar protein 4 	12	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0094	0.0671	0.4024	-0.10	-0.10	0.68	2007, 2009, 2011
ATP10B	ENST00000327245.5	ATPase, class V, type 10B 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0105	0.0744	0.4328	-0.10	-0.10	0.58	2011
AXIN1	ENST00000262320.3	axin 1 	27	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0069	0.0487	0.2784	-0.10	-0.10	0.48	2005, 2007, 2009, 2011
QKI	ENST00000392127.2	QKI, KH domain containing, RNA binding 	323	1	0	0	1	2	0	0	2	4	hsa-miR-128-3p	0.0219	0.1579	1.0019	-0.10	-0.21	0.86	2005, 2007, 2011
SRP72	ENST00000342756.5	signal recognition particle 72kDa 	185	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0074	0.0528	0.3230	-0.10	-0.14	0.25	2009, 2011
