Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
RAB33B	ENST00000305626.5	RAB33B, member RAS oncogene family 	270	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
ABHD17A	ENST00000590661.1	abhydrolase domain containing 17A 	202	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
SEC14L1	ENST00000413679.2	SEC14-like 1 (S. cerevisiae) 	1399	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
E2F3	ENST00000346618.3	E2F transcription factor 3 	91	1	0	1	0	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
HS3ST3B1	ENST00000360954.2	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	1489	1	0	1	0	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
VASH1	ENST00000167106.4	vasohibin 1 	39	1	0	0	1	2	hsa-miR-1292-5p				-0.09	-0.09	N/A
NAP1L4	ENST00000380542.4	nucleosome assembly protein 1-like 4 	7751	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
MRPL35	ENST00000337109.4	mitochondrial ribosomal protein L35 	860	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
KCNN1	ENST00000222249.9	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1 	11	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.17	N/A
EIF2S3	ENST00000253039.4	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa 	1571	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.15	N/A
DSCR3	ENST00000309117.6	Down syndrome critical region gene 3 	494	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.12	N/A
NCEH1	ENST00000475381.1	neutral cholesterol ester hydrolase 1 	1779	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
PDCD1	ENST00000334409.5	programmed cell death 1 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
CEP85	ENST00000252992.4	centrosomal protein 85kDa 	471	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
PITX1	ENST00000265340.7	paired-like homeodomain 1 	1502	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
DNAJC6	ENST00000395325.3	DnaJ (Hsp40) homolog, subfamily C, member 6 	96	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
SLC12A6	ENST00000397707.2	solute carrier family 12 (potassium/chloride transporter), member 6 	17	1	0	1	0	1	hsa-miR-1292-5p				-0.09	-0.16	N/A
TBC1D25	ENST00000376771.4	TBC1 domain family, member 25 	24	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.16	N/A
GABRA2	ENST00000507460.1	gamma-aminobutyric acid (GABA) A receptor, alpha 2 	10	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.17	N/A
ZFYVE27	ENST00000453958.2	zinc finger, FYVE domain containing 27 	565	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.09	N/A
PSKH1	ENST00000291041.5	protein serine kinase H1 	699	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.09	N/A
SERAC1	ENST00000367102.2	serine active site containing 1 	129	2	0	0	2	0	hsa-miR-1292-5p				-0.08	-0.20	N/A
ETV3	ENST00000368192.4	ets variant 3 	37	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
TNNI1	ENST00000361379.4	troponin I type 1 (skeletal, slow) 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
CD99L2	ENST00000370377.3	CD99 molecule-like 2 	303	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.09	N/A
SREBF2	ENST00000361204.4	sterol regulatory element binding transcription factor 2 	1518	1	0	1	0	1	hsa-miR-1292-5p				-0.08	-0.09	N/A
CLPB	ENST00000294053.3	ClpB caseinolytic peptidase B homolog (E. coli) 	476	2	0	1	1	0	hsa-miR-1292-5p				-0.08	-0.29	N/A
SIRT5	ENST00000606117.1	sirtuin 5 	72	1	1	0	0	0	hsa-miR-1292-5p				-0.08	-0.23	N/A
KANSL1	ENST00000574590.1	KAT8 regulatory NSL complex subunit 1 	5	1	0	0	1	2	hsa-miR-1292-5p				-0.08	-0.08	N/A
HOXB5	ENST00000239151.5	homeobox B5 	55	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
ZNF74	ENST00000357502.5	zinc finger protein 74 	142	2	0	0	2	3	hsa-miR-1292-5p				-0.08	-0.41	N/A
FAM213B	ENST00000378424.4	family with sequence similarity 213, member B 	409	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.09	N/A
BLOC1S1	ENST00000549147.1	biogenesis of lysosomal organelles complex-1, subunit 1 	429	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.16	N/A
PAK1	ENST00000278568.4	p21 protein (Cdc42/Rac)-activated kinase 1 	374	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.15	N/A
MTL5	ENST00000255087.5	metallothionein-like 5, testis-specific (tesmin) 	30	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
TADA2B	ENST00000310074.7	transcriptional adaptor 2B 	38	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
PCDH17	ENST00000377918.3	protocadherin 17 	477	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
GRPEL2	ENST00000416916.2	GrpE-like 2, mitochondrial (E. coli) 	79	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.10	N/A
ZNF446	ENST00000335841.4	zinc finger protein 446 	44	1	0	1	0	4	hsa-miR-1292-5p				-0.08	-0.30	N/A
ENTPD1	ENST00000371207.3	ectonucleoside triphosphate diphosphohydrolase 1 	15	4	0	0	4	4	hsa-miR-1292-5p				-0.08	-0.18	N/A
ZNF486	ENST00000335117.8	zinc finger protein 486 	10	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.17	N/A
POLR3C	ENST00000369294.1	polymerase (RNA) III (DNA directed) polypeptide C (62kD) 	582	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.23	N/A
RBPJ	ENST00000504907.1	recombination signal binding protein for immunoglobulin kappa J region 	70	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.13	N/A
GNL3L	ENST00000336470.4	guanine nucleotide binding protein-like 3 (nucleolar)-like 	151	2	0	0	2	1	hsa-miR-1292-5p				-0.08	-0.12	N/A
TBC1D19	ENST00000264866.4	TBC1 domain family, member 19 	77	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.18	N/A
GOLGA8H	ENST00000566740.1	golgin A8 family, member H 	2	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
ASB16	ENST00000293414.1	ankyrin repeat and SOCS box containing 16 	14	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
PEX26	ENST00000329627.7	peroxisomal biogenesis factor 26 	157	2	0	0	2	1	hsa-miR-1292-5p				-0.08	-0.12	N/A
GPR97	ENST00000333493.4	G protein-coupled receptor 97 	8	1	0	1	0	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
NYNRIN	ENST00000382554.3	NYN domain and retroviral integrase containing 	1928	1	0	1	0	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
TBC1D24	ENST00000567020.1	TBC1 domain family, member 24 	269	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
WHSC1L1	ENST00000317025.8	Wolf-Hirschhorn syndrome candidate 1-like 1 	481	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.09	N/A
GDPD5	ENST00000443276.2	glycerophosphodiester phosphodiesterase domain containing 5 	8	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
GABPB2	ENST00000368918.3	GA binding protein transcription factor, beta subunit 2 	35	1	0	1	0	0	hsa-miR-1292-5p				-0.08	-0.13	N/A
LRIF1	ENST00000369763.4	ligand dependent nuclear receptor interacting factor 1 	139	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.18	N/A
ZNF260	ENST00000523638.1	zinc finger protein 260 	165	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
PREPL	ENST00000541738.1	prolyl endopeptidase-like 	612	1	0	0	1	2	hsa-miR-1292-5p				-0.08	-0.12	N/A
FAM20B	ENST00000263733.4	family with sequence similarity 20, member B 	113	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.10	N/A
SLC6A11	ENST00000254488.2	solute carrier family 6 (neurotransmitter transporter), member 11 	83	1	0	0	1	2	hsa-miR-1292-5p				-0.08	-0.11	N/A
ZNF804B	ENST00000333190.4	zinc finger protein 804B 	0	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
MDGA1	ENST00000297153.7	MAM domain containing glycosylphosphatidylinositol anchor 1 	240	2	0	0	2	3	hsa-miR-1292-5p				-0.08	-0.08	N/A
CACNA1I	ENST00000402142.3	calcium channel, voltage-dependent, T type, alpha 1I subunit 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
CDH5	ENST00000341529.3	cadherin 5, type 2 (vascular endothelium) 	8	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
SEC22C	ENST00000264454.3	SEC22 vesicle trafficking protein homolog C (S. cerevisiae) 	855	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.10	N/A
BBX	ENST00000415149.2	bobby sox homolog (Drosophila) 	141	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.09	N/A
DDA1	ENST00000359866.4	DET1 and DDB1 associated 1 	76	1	0	0	1	2	hsa-miR-1292-5p				-0.08	-0.11	N/A
MAN1A1	ENST00000368468.3	mannosidase, alpha, class 1A, member 1 	248	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.11	N/A
TOE1	ENST00000372090.5	target of EGR1, member 1 (nuclear) 	62	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.21	N/A
ZFHX2	ENST00000419474.3	zinc finger homeobox 2 	7	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
ACSL6	ENST00000379264.2	acyl-CoA synthetase long-chain family member 6 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
FOXL2	ENST00000330315.3	forkhead box L2 	20	1	0	1	0	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
KIRREL	ENST00000368172.1	kin of IRRE like (Drosophila) 	493	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
RBM28	ENST00000223073.2	RNA binding motif protein 28 	297	1	0	1	0	2	hsa-miR-1292-5p				-0.08	-0.17	N/A
GJA9	ENST00000454994.2	gap junction protein, alpha 9, 59kDa 	85	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.10	N/A
DERL2	ENST00000572834.1	derlin 2 	261	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.11	N/A
DCAF7	ENST00000310827.4	DDB1 and CUL4 associated factor 7 	3289	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
LOH12CR1	ENST00000314565.4	loss of heterozygosity, 12, chromosomal region 1 	135	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.16	N/A
DNAJC14	ENST00000357606.3	DnaJ (Hsp40) homolog, subfamily C, member 14 	1293	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
GPD1L	ENST00000282541.5	glycerol-3-phosphate dehydrogenase 1-like 	130	1	0	0	1	2	hsa-miR-1292-5p				-0.08	-0.09	N/A
SLC6A1	ENST00000287766.4	solute carrier family 6 (neurotransmitter transporter), member 1 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
ZNF629	ENST00000262525.4	zinc finger protein 629 	44	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
MED29	ENST00000315588.5	mediator complex subunit 29 	2453	2	0	0	2	0	hsa-miR-1292-5p				-0.08	-0.15	N/A
GPR161	ENST00000367838.1	G protein-coupled receptor 161 	1712	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
HIP1	ENST00000336926.6	huntingtin interacting protein 1 	37	1	0	0	1	2	hsa-miR-1292-5p				-0.08	-0.10	N/A
INO80	ENST00000361937.3	INO80 complex subunit 	279	3	0	0	3	0	hsa-miR-1292-5p				-0.08	-0.10	N/A
GRAMD4	ENST00000361034.3	GRAM domain containing 4 	403	1	0	1	0	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
RAB23	ENST00000317483.3	RAB23, member RAS oncogene family 	32	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.19	N/A
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.10	N/A
USP18	ENST00000215794.7	ubiquitin specific peptidase 18 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
KLHL31	ENST00000370905.3	kelch-like family member 31 	16	3	0	0	3	0	hsa-miR-1292-5p				-0.08	-0.12	N/A
PIP5K1C	ENST00000335312.3	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma 	13	1	0	1	0	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
ARC	ENST00000356613.2	activity-regulated cytoskeleton-associated protein 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
BHLHE41	ENST00000242728.4	basic helix-loop-helix family, member e41 	50	1	1	0	0	0	hsa-miR-1292-5p				-0.08	-0.39	N/A
PNP	ENST00000361505.5	purine nucleoside phosphorylase 	50	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.18	N/A
NR6A1	ENST00000487099.2	nuclear receptor subfamily 6, group A, member 1 	1082	1	0	0	1	2	hsa-miR-1292-5p				-0.08	-0.08	N/A
FBXL19	ENST00000338343.4	F-box and leucine-rich repeat protein 19 	75	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
KLHL25	ENST00000337975.5	kelch-like family member 25 	98	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
ANKRD23	ENST00000318357.4	ankyrin repeat domain 23 	9	1	0	1	0	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
FOXO4	ENST00000374259.3	forkhead box O4 	48	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
PNMA3	ENST00000447306.1	paraneoplastic Ma antigen 3 	5	1	0	1	0	1	hsa-miR-1292-5p				-0.08	-0.08	N/A
PDPN	ENST00000294489.6	podoplanin 	264	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.14	N/A
GRAMD2	ENST00000309731.7	GRAM domain containing 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
OGFOD2	ENST00000536150.1	2-oxoglutarate and iron-dependent oxygenase domain containing 2 	111	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.18	N/A
NUTM2E	ENST00000602967.1	NUT family member 2E 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.08	-0.08	N/A
ABR	ENST00000302538.5	active BCR-related 	58	2	0	0	2	1	hsa-miR-1292-5p				-0.08	-0.10	N/A
MAPK8IP2	ENST00000399908.2	mitogen-activated protein kinase 8 interacting protein 2 	88	1	0	0	1	1	hsa-miR-1292-5p				-0.08	-0.09	N/A
C3orf36	ENST00000408895.2	chromosome 3 open reading frame 36 	8	2	0	1	1	0	hsa-miR-1292-5p				-0.08	-0.20	N/A
GOLGA8K	ENST00000512626.2	golgin A8 family, member K 	0	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
SHISA6	ENST00000441885.3	shisa family member 6 	5	1	0	0	1	3	hsa-miR-1292-5p				-0.07	-0.07	N/A
IQSEC1	ENST00000273221.4	IQ motif and Sec7 domain 1 	415	1	1	0	0	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
FKBP10	ENST00000321562.4	FK506 binding protein 10, 65 kDa 	527	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
FAM167A	ENST00000284486.4	family with sequence similarity 167, member A 	85	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
NIPAL1	ENST00000295461.5	NIPA-like domain containing 1 	137	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
ZNF215	ENST00000414517.2	zinc finger protein 215 	24	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.08	N/A
TSHZ2	ENST00000371497.5	teashirt zinc finger homeobox 2 	351	2	0	0	2	0	hsa-miR-1292-5p				-0.07	-0.08	N/A
APOA5	ENST00000227665.4	apolipoprotein A-V 	14	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.13	N/A
TMEM92	ENST00000300433.3	transmembrane protein 92 	46	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.11	N/A
GGCX	ENST00000233838.4	gamma-glutamyl carboxylase 	254	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.13	N/A
UBL7	ENST00000567435.1	ubiquitin-like 7 (bone marrow stromal cell-derived) 	23	1	0	1	0	2	hsa-miR-1292-5p				-0.07	-0.27	N/A
PCGF5	ENST00000336126.5	polycomb group ring finger 5 	176	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.11	N/A
SLCO4C1	ENST00000310954.6	solute carrier organic anion transporter family, member 4C1 	13	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
APTX	ENST00000436040.2	aprataxin 	310	1	0	1	0	3	hsa-miR-1292-5p				-0.07	-0.24	N/A
BICD1	ENST00000548411.1	bicaudal D homolog 1 (Drosophila) 	205	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.09	N/A
GOLGA8I	ENST00000450802.3	golgin A8 family, member I 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
SPTBN2	ENST00000529997.1	spectrin, beta, non-erythrocytic 2 	910	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
TRIM9	ENST00000298355.3	tripartite motif containing 9 	45	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
PYCRL	ENST00000220966.6	pyrroline-5-carboxylate reductase-like 	656	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.09	N/A
GOLGA8R	ENST00000327271.10	golgin A8 family, member R 	0	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
PGM3	ENST00000513973.1	phosphoglucomutase 3 	707	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.09	N/A
SLC1A4	ENST00000234256.3	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 	380	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.08	N/A
AGPAT4	ENST00000366911.5	1-acylglycerol-3-phosphate O-acyltransferase 4 	142	2	0	0	2	1	hsa-miR-1292-5p				-0.07	-0.11	N/A
EXOC7	ENST00000607838.1	exocyst complex component 7 	1483	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.12	N/A
ZNF268	ENST00000542986.2	zinc finger protein 268 	156	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.13	N/A
PRR14L	ENST00000434485.1	proline rich 14-like 	39	1	0	1	0	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
KLHDC7A	ENST00000400664.1	kelch domain containing 7A 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
CENPM	ENST00000404067.1	centromere protein M 	68	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.12	N/A
ZKSCAN1	ENST00000324306.6	zinc finger with KRAB and SCAN domains 1 	1314	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.08	N/A
ZNF670	ENST00000366503.2	zinc finger protein 670 	117	2	1	1	0	1	hsa-miR-1292-5p				-0.07	-0.49	N/A
MED13L	ENST00000281928.3	mediator complex subunit 13-like 	73	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.09	N/A
SLCO1A2	ENST00000307378.6	solute carrier organic anion transporter family, member 1A2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
CAMKK1	ENST00000381769.2	calcium/calmodulin-dependent protein kinase kinase 1, alpha 	34	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
RUNX3	ENST00000399916.1	runt-related transcription factor 3 	378	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
ZC3HAV1	ENST00000242351.5	zinc finger CCCH-type, antiviral 1 	45	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
POLL	ENST00000370168.3	polymerase (DNA directed), lambda 	139	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.09	N/A
SLC30A4	ENST00000261867.4	solute carrier family 30 (zinc transporter), member 4 	19	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.09	N/A
SCG3	ENST00000220478.3	secretogranin III 	15	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.22	N/A
KCNK10	ENST00000340700.5	potassium channel, subfamily K, member 10 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.11	N/A
ZC3HAV1L	ENST00000275766.1	zinc finger CCCH-type, antiviral 1-like 	98	1	0	0	1	3	hsa-miR-1292-5p				-0.07	-0.08	N/A
HMGB1	ENST00000399489.1	high mobility group box 1 	800	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.16	N/A
TXNRD2	ENST00000535882.1	thioredoxin reductase 2 	148	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
TACC1	ENST00000330691.6	transforming, acidic coiled-coil containing protein 1 	186	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.15	N/A
ZNF189	ENST00000374861.3	zinc finger protein 189 	202	3	0	0	3	0	hsa-miR-1292-5p				-0.07	-0.17	N/A
ZNF132	ENST00000254166.3	zinc finger protein 132 	31	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.11	N/A
RP11-766F14.2	ENST00000511828.1	Protein LOC285556  	5	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
ACVR1B	ENST00000257963.4	activin A receptor, type IB 	3319	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
ATOX1	ENST00000521264.1	antioxidant 1 copper chaperone 	43	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.23	N/A
MAP3K7	ENST00000369325.3	mitogen-activated protein kinase kinase kinase 7 	1172	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.13	N/A
WNT3	ENST00000225512.5	wingless-type MMTV integration site family, member 3 	46	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
ZNF264	ENST00000263095.6	zinc finger protein 264 	412	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
SLC12A7	ENST00000264930.5	solute carrier family 12 (potassium/chloride transporter), member 7 	149	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
GABRG1	ENST00000295452.4	gamma-aminobutyric acid (GABA) A receptor, gamma 1 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
KCTD2	ENST00000322444.6	potassium channel tetramerization domain containing 2 	3328	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
PIK3CD	ENST00000536656.1	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
IL13RA1	ENST00000371666.3	interleukin 13 receptor, alpha 1 	494	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.14	N/A
SPRED2	ENST00000356388.4	sprouty-related, EVH1 domain containing 2 	53	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.08	N/A
ULBP3	ENST00000367339.2	UL16 binding protein 3 	64	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.11	N/A
LEPROT	ENST00000371065.4	leptin receptor overlapping transcript 	397	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.09	N/A
JAZF1	ENST00000283928.5	JAZF zinc finger 1 	869	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.18	N/A
LIMK1	ENST00000418310.1	LIM domain kinase 1 	464	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
AKAP11	ENST00000025301.2	A kinase (PRKA) anchor protein 11 	71	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
GOLGA8M	ENST00000563027.1	golgin A8 family, member M 	0	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
KDM5B	ENST00000367265.3	lysine (K)-specific demethylase 5B 	187	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
NEGR1	ENST00000357731.5	neuronal growth regulator 1 	28	2	0	0	2	1	hsa-miR-1292-5p				-0.07	-0.21	N/A
PDK1	ENST00000282077.3	pyruvate dehydrogenase kinase, isozyme 1 	637	3	0	0	3	0	hsa-miR-1292-5p				-0.07	-0.15	N/A
GGA2	ENST00000309859.4	golgi-associated, gamma adaptin ear containing, ARF binding protein 2 	645	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.10	N/A
WDR37	ENST00000358220.1	WD repeat domain 37 	107	1	0	1	0	1	hsa-miR-1292-5p				-0.07	-0.10	N/A
LCOR	ENST00000371103.3	ligand dependent nuclear receptor corepressor 	94	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
ROR1	ENST00000371079.1	receptor tyrosine kinase-like orphan receptor 1 	80	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
GOLGA8O	ENST00000509311.2	golgin A8 family, member O 	0	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
C16orf70	ENST00000219139.3	chromosome 16 open reading frame 70 	485	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.16	N/A
MUC21	ENST00000376296.3	mucin 21, cell surface associated 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
PYGO2	ENST00000368457.2	pygopus homolog 2 (Drosophila) 	35	1	1	0	0	1	hsa-miR-1292-5p				-0.07	-0.26	N/A
MLLT3	ENST00000380338.4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	385	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.13	N/A
STK40	ENST00000359297.2	serine/threonine kinase 40 	214	1	0	0	1	1	hsa-miR-1292-5p				-0.07	-0.07	N/A
TMEM255B	ENST00000375353.3	transmembrane protein 255B 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.23	N/A
LPCAT2	ENST00000262134.5	lysophosphatidylcholine acyltransferase 2 	360	1	0	1	0	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
EIF4H	ENST00000265753.8	eukaryotic translation initiation factor 4H 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
OLFML2A	ENST00000288815.5	olfactomedin-like 2A 	155	1	0	1	0	0	hsa-miR-1292-5p				-0.07	-0.07	N/A
HDAC11	ENST00000433119.1	histone deacetylase 11 	443	1	0	0	1	2	hsa-miR-1292-5p				-0.07	-0.07	N/A
ATP11A	ENST00000487903.1	ATPase, class VI, type 11A 	731	2	0	0	2	0	hsa-miR-1292-5p				-0.07	-0.09	N/A
